id,averageRating,category,name,phenotype,reviewCount,slug,strainTopTerp,subtitle,thc,topEffect,distanceMi,cannabinoids_cbc_order,cannabinoids_cbc_percentile50,cannabinoids_cbd_order,cannabinoids_cbd_percentile25,cannabinoids_cbd_percentile50,cannabinoids_cbd_percentile75,cannabinoids_cbg_order,cannabinoids_cbg_percentile50,cannabinoids_thc_order,cannabinoids_thc_percentile25,cannabinoids_thc_percentile50,cannabinoids_thc_percentile75,cannabinoids_thcv_order,cannabinoids_thcv_percentile50,effects_aroused_score,effects_creative_score,effects_energetic_score,effects_euphoric_score,effects_focused_score,effects_giggly_score,effects_happy_score,effects_hungry_score,effects_relaxed_score,effects_sleepy_score,effects_talkative_score,effects_tingly_score,effects_uplifted_score,terps_caryophyllene_score,terps_humulene_score,terps_limonene_score,terps_linalool_score,terps_myrcene_score,terps_ocimene_score,terps_pinene_score,terps_terpinolene_score
234,4.16044776119403,Hybrid,Purple Diesel,Hybrid,536,purple-diesel,myrcene,,15.0,Energetic,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,14.0,15.0,18.0,5,0.0,-0.178505680958152,0.295190419341443,0.673277768917226,0.378103075366221,0.188183373748259,0.652736196126564,0.305426963736856,0.268425056622897,-0.986306271112232,-0.440428197245068,0.557291557427641,-0.176004436315891,0.34057331487984,0.329488633058652,0.134566549523348,0.347786153255776,0.0967247499596057,0.805743645984812,0.0141216666666667,0.242332951203749,0.0251008333333333
505615,4.555555555555555,Sativa,Apple Sundae,Sativa,27,apple-sundae,pinene,,18.0,Uplifted,,3,0.0,2,0.0,0.0,0.0,4,0.0,1,18.0,18.0,18.0,5,0.0,-0.616057950744684,-0.389574656101601,1.04305351999971,-1.12230601783538,-0.302216581112433,0.193648555941094,0.137191174826211,-0.572218241512026,-0.404028656786768,-0.266352020129707,0.163062344664476,-0.683951883130197,1.44114334521265,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.0
510077,4.666666666666667,Hybrid,Peanut Butter Cookies,Hybrid,15,peanut-butter-cookies,caryophyllene,"aka PB Cookies, Peanut Butter Cookie",22.0,Giggly,,4,0.0,3,0.0,0.0,0.0,2,3.0,1,21.0,22.0,23.0,5,0.0,-0.942603570953855,-0.135856074137799,-0.308994648138538,-0.624402385709056,0.439182543637446,2.22970434791236,1.28349407304962,-0.273085651266325,0.0176469699696529,-0.255841701751071,-0.693839610435138,-0.655788065770237,-0.805436022321037,0.558179045996593,0.172874872231687,0.250920442930153,0.0657749574105622,0.294376575809199,0.066,0.146671890971039,0.383837734241908
504402,4.714285714285714,Indica,Dosi Punch,Indica,35,dosi-punch,pinene,,22.0,Sleepy,,3,0.0,2,0.0,0.0,0.0,4,0.0,1,22.0,22.0,22.0,5,0.0,-0.597356788587875,-0.0705228434328798,-0.991352512294346,0.672744631442937,-0.24134985695765,0.584280573684614,0.0339238497872844,0.674568774166187,0.823007711472238,1.52349655994967,-0.0760452004646799,0.638628024625382,-0.0573882241012955,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.0
504128,4.454545454545454,Hybrid,Triple Scoop,Hybrid,11,triple-scoop,pinene,,19.0,Relaxed,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,18.0,19.0,19.0,5,0.0,-0.167230058981255,-1.54925819120267,-1.17133779236507,0.545902962604533,0.0980470261552875,0.0096880558387673,0.174770662080361,0.440816393074988,0.741067832570961,-0.163245016573614,-0.63201718414328,-0.591715352669027,-0.668949825689216,0.01,0.01,0.01,0.01,0.0,0.0,0.0166666666666667,0.0
511018,4.666666666666667,Hybrid,Apple Pie,Hybrid,18,apple-pie,,,,Energetic,,3,,2,,,,4,,1,,,,5,,-0.925627581505727,-0.392805513131856,0.932982402458703,-0.218983346203141,-0.894611369669185,0.149679656961513,-1.15569743108275,-0.69005359845663,-1.30965406828349,-0.0521289943606648,-1.2375617363082,-0.514828096947575,-1.02967527623661,,,,,,,,
504472,4.463414634146342,Hybrid,10th Planet,Hybrid,41,10th-planet,myrcene,aka Tenth Planet,17.0,Giggly,,3,0.0,2,0.0,0.0,0.0,4,0.0,1,17.0,17.0,19.0,5,0.0,-0.22896092970172,-0.614896594860643,-0.455731363195677,0.550687859935739,-1.06150733296,2.2627870236694,-0.0130250876437412,0.75248623452992,1.43998301170721,0.756960529849714,-0.508658900191645,1.69465434608419,-0.648244791004683,0.304,0.106,0.182,0.09,0.358,0.046,0.1,0.202
6189,4.486486486486487,Hybrid,Bruce Banner #3,Hybrid,333,bruce-banner-3,caryophyllene,aka BB3,20.0,Creative,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,17.0,20.0,23.0,5,0.0,0.232891655389697,0.731564579939497,0.685626101493733,0.720826332656031,0.173201457789947,0.295559802252018,0.340462297480663,-0.235376034130918,-0.69056848637306,-0.589705963429894,0.260855413528639,0.259780868511478,0.476902947321377,0.519698039215686,0.214352941176471,0.405992156862745,0.178172549019608,0.381513725490196,0.006113725490196,0.112078431372549,0.018121568627451
296017,4.614583333333333,Indica,Ayahuasca Purple,Indica,96,ayahuasca-purple,myrcene,,10.0,Relaxed,,3,0.0,2,0.0,0.0,0.0,4,0.0,1,9.0,10.0,11.0,5,0.0,-0.294213272364087,-0.43060125821129,-0.952461049948304,0.488987910659332,-0.981157763540145,-0.604017330063132,0.151781866096696,0.21393854951103,1.17419922401402,1.14735829016772,-0.362532381606654,0.38884108234498,-0.615891235860301,0.0472972560121653,0.0001522514068389,0.349017414005519,0.0575256767537869,1.17406308078678,0.0628613333333333,0.383401162505768,0.0
504803,4.37037037037037,Hybrid,Divorce Cake,Hybrid,27,divorce-cake,limonene,,19.0,Sleepy,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,19.0,19.0,19.0,5,0.0,-0.248917573159556,-0.637621196844962,-1.00420645906265,-0.414940998231906,-0.302216581112433,0.193648555941094,0.377851593696404,1.15608823217597,0.865026532768024,1.40184865566042,-0.13247307434211,-0.0661231452199929,0.52895397737686,0.27,0.08,0.3,0.1,0.07,0.03,0.16,0.03
506339,4.733333333333333,Hybrid,Zkittlez Cake,Hybrid,15,zkittlez-cake,,"aka Skittles Cake, Zkittlez x Wedding Cake",,Giggly,,3,,2,,,,4,,1,,,,5,,-0.167230058981255,0.0066701098238711,-0.695711736623312,-1.42614497083545,-1.4927596325153,1.28423857929834,-0.328428395557315,0.440816393074988,0.298821327120048,0.833342400132179,-0.0140794898567816,0.0541965096916412,-0.192123565229599,,,,,,,,
503238,4.388235294117647,Indica,Banana Hammock,Indica,85,banana-hammock-r1,myrcene,aka Banana Hammock R1,13.0,Relaxed,,3,0.0,2,0.0,0.0,0.0,4,0.0,1,10.0,13.0,14.0,5,0.0,-0.897856284614417,-1.21147056902805,-1.12622638826782,-0.386750054316526,-1.05957933554179,-0.5070872529682,-0.202338733496283,-0.300697774761318,1.2982672005144,0.995419756038218,-1.07587000451094,-0.174109369130117,-1.26963137059965,0.119434586415584,0.030755942465,0.111830780420061,0.0358503613041523,0.342018448894841,0.0066666666666666,0.045029442404718,0.0
8618,4.23739837398374,Indica,God Bud,Indica,615,god-bud,myrcene,aka Purple God Bud,15.0,Sleepy,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,15.0,15.0,19.0,5,0.0,0.0329483485742044,-0.512758888647111,-0.727402015994281,0.136805535869703,-0.741104778877341,-0.193771625233988,-0.213798800952054,0.209868041687304,0.405118935717342,1.03509684596506,-0.567198409596052,-0.315991082996154,-0.577828479353848,0.223561817029323,0.10320498070461,0.131553260460722,0.0582606011999574,0.729535948482414,0.0102153560245482,0.627193658096223,0.0109648534763455
512140,4.333333333333333,Hybrid,Fish Scale,Hybrid,6,fish-scale,,aka Fish Scales,25.0,Sleepy,,3,,2,,,,4,,1,,25.0,,5,,-0.687963729231939,0.764127705199106,-0.86292313743092,-1.7739592157336,0.847625963643896,-0.93055450023979,-2.09324068484929,-1.00662584595092,-0.433022363987368,2.79984890910502,-0.919471088520987,-0.909732028752751,-1.54648039852671,,,,,,,,
505106,4.481481481481482,Hybrid,Cherry Chem,Hybrid,27,cherry-chem,caryophyllene,,20.0,Creative,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,16.0,20.0,22.0,5,0.0,-0.213528212021604,2.26336960810693,0.197712627060054,-0.806291318637052,1.08432235860118,-0.371632318910067,1.04032196506264,-0.228864155261629,1.04413096419769,-0.46967827346191,-0.0760452004646799,1.60749581816638,1.13467742704775,0.804857142857143,0.310657142857143,0.4084,0.195534285714286,0.186371428571429,0.0120285714285714,0.0949028571428572,0.0216
238418,4.675324675324675,Indica,El Chapo OG,Indica,77,el-chapo-og,,,,Sleepy,,3,,2,,,,4,,1,,,,5,,-0.28197140113971,-0.690731178015797,-1.2650586250067,-0.642559940847699,-0.708001867411523,-0.399551345084068,0.267507985822513,0.123909260456544,0.919616585147262,1.67694744074514,-0.998796824734743,0.255239054960725,-0.639671927835952,,,,,,,,
504377,4.631578947368421,Hybrid,Zsweet Insanity,Hybrid,19,zsweet-insanity,terpinolene,,23.0,Happy,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,20.0,23.0,25.0,5,0.0,-0.954729277702518,0.455184270650621,0.672409820420348,-0.139254297219002,0.558612803362349,-0.290293946567116,1.4442909662829,-0.921704948388104,-1.46663663982955,-0.792867263592922,-0.305466663382951,-0.756473757786425,1.22798089656715,0.281223215303069,0.090266818951858,0.21838823019198,0.0488019827963043,0.321850461388317,0.330431189951446,0.161326703243571,0.646129841012267
509901,4.733333333333333,Hybrid,Platinum Kush Breath,Hybrid,15,platinum-kush-breath,limonene,,23.0,Sleepy,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,19.0,23.0,25.0,5,0.0,-0.351570085955521,-0.359825791791852,-1.19612111285085,-1.30135397228185,-1.52458639251581,-0.79101022364052,-0.927933162580428,0.971202141841604,1.31319853729047,1.55623164721359,-0.7909891374652,0.766032774920865,-1.39456353596074,0.434464142857143,0.125291,0.488821285714286,0.215286,0.0964285714285714,0.0635714285714286,0.239648142857143,0.0157142857142857
503472,4.107142857142857,Hybrid,Mandarin Zkittlez,Hybrid,28,mandarin-zkittlez,pinene,"aka Mandarin Zkittles, Mandarin Skittles",19.0,Focused,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,19.0,19.0,20.0,5,0.0,-0.978980691199843,-0.264425185471642,-0.977274380119535,0.572797507524918,0.658593376420278,-0.323127764792037,-0.869919834876458,0.462674835193758,-0.149624628034584,0.612686018574691,-0.661606542137159,-1.29617992686486,-1.69863708573085,0.01,0.01,0.01,0.01,0.01,0.0,0.015,0.0
178927,4.242603550295858,Hybrid,Cherry OG,Hybrid,169,cherry-og,pinene,"aka Cherry OG Kush, OG Cherry",19.0,Talkative,,3,0.0,2,0.0,0.0,0.0,4,0.0,1,16.0,19.0,21.0,5,0.0,0.177173281081745,-0.0225328641244906,0.205861420642611,0.443308181256521,-0.0782534847849871,0.048795598443903,0.428150687415826,0.740222123087183,-0.0776857209734188,-0.293122790054449,0.86384721546928,-0.0910907650805458,0.0806533676322702,0.332751818181818,0.121914545454545,0.282800909090909,0.0390363636363636,0.230323636363636,0.0066354545454545,0.65389,0.0314909090909091
3669,4.181818181818182,Indica,Alien Kush,Indica,143,alien-kush,myrcene,,21.0,Tingly,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,18.0,21.0,23.0,5,0.0,0.201771749324054,0.195948675054577,-0.410886110005038,0.226980125704387,-0.301502614104039,0.0693553224051248,-0.412173569474876,0.426873040435882,0.0155480040131808,0.377306037835398,-0.16855027423373,0.850788195502151,-0.174419472926656,0.799807692307692,0.253315384615385,0.274392307692308,0.0945346153846154,0.811630769230769,0.0246092307692308,0.0764723076923077,0.0209246153846154
511295,4.666666666666667,Hybrid,Zlushi,Hybrid,6,zlushi,,,,Uplifted,,3,,2,,,,4,,1,,,,5,,-0.857723623713216,0.48108687659102,0.669003991688304,-0.405017793832798,0.575330350306263,0.0079467520237038,1.08044742608572,0.954662020684139,0.678209118643985,-1.06435509542633,1.11909285163388,-1.13515996931815,1.5700936181383,,,,,,,,
510649,4.5,Hybrid,Grape Runtz,Hybrid,16,grape-runtz,caryophyllene,aka Grape Runts,27.0,Hungry,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,23.0,27.0,28.0,5,0.0,0.349979307636551,-0.695306724959005,-0.786678129137476,0.0539951863209699,-1.06692055648037,0.872782189346491,0.518509379557627,1.67098754806179,0.528147369297785,0.0874403947819926,-0.223280537516596,-0.163462631781465,-0.517455968312903,0.695,0.185,0.4025,0.185,0.5975,0.0225,0.14,0.045
509393,4.85,Hybrid,Wedding Gelato,Hybrid,20,wedding-gelato,,,,Giggly,,3,,2,,,,4,,1,,,,5,,1.14723361335048,-0.527803080032391,-0.880487221417708,0.902498246268534,-0.810053938958682,1.3247212720871,-0.164858124421649,-0.165949143266192,0.460595377796074,0.859825111981386,-0.014186953093812,0.500205189320313,-0.197318900860587,,,,,,,,
142,4.329670329670329,Hybrid,Chernobyl,Hybrid,819,chernobyl,terpinolene,,19.0,Energetic,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,16.0,19.0,21.0,5,0.0,-0.166135837072522,0.481872580141501,0.965923794299573,0.246943230578282,0.401496725744679,-0.0987630246554462,0.151004035043595,-0.377884836419404,-0.849570059024562,-0.642309251360917,0.324890499172814,-0.27336228945932,0.659704289177894,0.202177368421053,0.065779649122807,0.205363684210526,0.0308780701754386,0.390221052631579,0.0157740350877193,0.192437543859649,0.780930701754386
505772,4.882352941176471,Hybrid,MAC #10,Hybrid,17,mac-10,terpinolene,"aka Miracle Alien Cookies #10, MAC 10, MAC TEN",17.0,Euphoric,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,17.0,17.0,17.0,5,0.0,-0.0812047130599316,-0.392805513131856,-0.636583581489106,1.40795619888485,0.855275954868464,0.850682444864279,-0.602178467681305,-0.0275361168762324,0.149759399704519,-1.14837515273704,0.801632654837246,0.19567495164916,1.06836026978571,0.2069,0.0835,0.4873,0.18055,0.185295,0.083815,0.30205,0.63173
502941,4.46875,Hybrid,Rocket Fuel,Hybrid,96,rocket-fuel,limonene,,24.0,Uplifted,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,21.0,24.0,27.0,5,0.0,-0.544213044517834,0.142395694296145,-0.106682228768808,0.397917524829608,0.73079254838974,-0.202736914919541,0.145779837488347,-0.0079802748187154,0.683356402731052,-0.038849773011847,0.155562031296057,-0.25631147948031,0.857378766918255,0.472322583907465,0.157459797105113,0.67382769104355,0.319890430440554,0.551955249352127,0.01,0.181452943556033,0.0307692307692308
1841,4.18010752688172,Indica,Shishkaberry,Indica,372,shishkaberry,myrcene,aka Kish,17.0,Sleepy,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,16.0,17.0,19.0,5,0.0,0.0475998200087085,-0.334902482246482,-0.579455494960378,-0.213406414814342,-0.612244259317682,0.21048369008196,-0.0784624349341988,0.0373885462296455,0.130890491976118,0.611913916941643,0.102261068220693,-0.162532165436075,-0.302008156928079,0.191605772600763,0.0625341305020102,0.108353509947428,0.070430326770436,0.658355427275539,0.082,0.100086980723637,0.0148
187568,4.30188679245283,Sativa,Lemon Pie,Sativa,53,lemon-pie,myrcene,,18.0,Energetic,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,13.0,18.0,19.0,5,0.0,-0.157596665576507,0.335586679559101,1.62234961056235,-0.280851183467774,-0.288024677113766,-0.128997567422681,-0.0042972628627159,-0.801250280841451,-1.17445326809638,-0.968836177617493,0.699389232334213,-0.438644908052821,1.15954636102101,0.25998,0.09434,0.092414,0.03613,0.30408,0.05024,0.166266,0.17555
504853,4.416666666666667,Sativa,Lucid Blue,Sativa,24,lucid-blue,pinene,,16.0,Uplifted,,3,0.0,2,0.0,0.0,0.0,4,0.0,1,15.0,16.0,16.0,5,0.0,0.712290187041481,0.663296325705179,1.65415487185244,-0.0794575104808978,0.773587270867174,0.781731426591944,0.0731684838984763,-0.432925979256311,-1.21952020149209,-0.937328656125976,0.393604641310983,-0.937708003415562,2.00333247478521,0.128,0.02675,0.08475,0.06025,0.156,0.00025,0.691,0.0015
504943,4.727272727272728,Indica,Cement Shoes,Indica,22,cement-shoes,caryophyllene,"aka Concrete Slippers, Concrete Shoes",22.0,Aroused,,3,0.0,2,0.0,0.0,0.0,4,0.0,1,22.0,22.0,24.0,5,0.0,1.14723361335048,-1.24093688466955,-1.20748013474017,0.902498246268534,-0.810053938958682,0.448467787208645,-1.54865553292526,0.248124282721557,0.460595377796074,0.859825111981386,-1.28868344755971,0.944269594693272,-1.50859111712453,0.693584090909091,0.229607272727273,0.371973636363637,0.142427045454545,0.213592272727273,0.0020454545454545,0.115830454545455,0.0245959090909091
268783,4.377777777777778,Hybrid,Ecto Cooler,Hybrid,90,ecto-cooler,,,,Focused,,3,,2,,,,4,,1,,,,5,,-0.100829614916773,-0.215879458844583,0.144222154126385,-0.050926925183044,0.824329864269508,-0.04537105441796,0.356549624575067,-0.585503990921689,-0.141360920003974,-0.887020714121076,-0.345052426104493,0.0978989135340538,0.559222111518985,,,,,,,,
189391,4.523809523809524,Indica,Chocolate Kush,Indica,84,chocolate-kush,myrcene,,17.0,Relaxed,,3,0.0,2,0.0,0.0,0.0,4,0.0,1,17.0,17.0,17.0,5,0.0,-0.701901395725338,-0.2205671687887,-0.40773528851015,-0.0399695406300154,-0.338934209580707,0.54667092735425,-0.151224049116096,0.45344703104978,1.04907024099337,0.94100163913438,-0.113224626829419,-0.302536791135709,-0.0719122715162365,0.11,0.03,0.16,0.05,0.31,0.0,0.08,0.0
504173,4.736842105263158,Hybrid,Moonbow,Hybrid,19,moonbow,,,,Relaxed,,3,,2,,,,4,,1,,,,5,,-0.963823557764015,-0.527803080032391,-0.880487221417708,0.224606769148539,0.283625638877349,0.448467787208645,1.21893928408196,0.662197708709305,1.37272879528858,-0.167905661496463,-1.28868344755971,0.0561407839473535,1.11395331540336,,,,,,,,
504605,4.526315789473684,Hybrid,Dosi-Cake,Hybrid,19,dosi-cake,myrcene,,22.0,Sleepy,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,22.0,22.0,22.0,5,0.0,0.166317597525745,-0.0690756497136524,-1.20217925785849,0.0548049381770198,-1.14350241728534,-0.830958072423732,-0.705466130029561,0.806399777504378,0.696319800228125,1.36752252148581,-0.376694639133793,0.15058936353608,-1.10570565491104,0.24,0.07,0.15,0.09,1.15,0.03,0.13,0.0
505133,4.470588235294118,Sativa,French Cookies,Sativa,17,french-cookies,limonene,,24.0,Giggly,,3,0.0,2,0.0,0.0,0.0,4,0.0,1,24.0,24.0,24.0,5,0.0,0.251589105791476,-0.767330823013088,0.298703633766108,-0.913987413927567,-0.274666874988913,1.7125711617265,-0.137191786292652,1.44442891439903,-1.11915724268954,-0.0098342933240856,0.180055810699297,-0.756473757786425,-0.270615922020217,0.39,0.12,0.52,0.26,0.37,0.0,0.16,0.0
509823,4.785714285714286,Hybrid,Tres Leches,Hybrid,14,tres-leches,limonene,,26.0,Creative,,3,0.0,2,0.0,0.0,0.0,4,0.0,1,26.0,26.0,26.0,5,0.0,0.155364988223709,1.36117174228855,0.180004671774883,0.389145213055732,0.750296353157639,-0.341596924829394,0.0288062424813305,0.340788184708907,0.956016989301823,-1.11686763124552,1.34551239345795,0.584740667032337,-0.0547619408460179,0.55,0.18,0.56,0.26,0.55,0.0,0.16,0.0
506187,4.393939393939394,Hybrid,Lemon Royale,Hybrid,33,lemon-royale,limonene,,26.0,Uplifted,,4,0.0,3,0.0,0.0,0.0,2,2.0,1,24.0,26.0,31.0,5,0.0,-0.0139740789536655,0.117079304915638,0.975428373432942,-0.0472592406988417,0.440653695796016,0.280510030750259,0.612223216617887,-0.169737303569962,0.410376822215787,-0.804298990879088,-0.0142778835251451,0.331056342393239,1.2104243557359,0.4735,0.173,0.6645,0.1185,0.408,0.0155,0.1815,0.0405
506639,4.263157894736842,Hybrid,Planet of the Grapes,Hybrid,19,planet-of-the-grapes,,,,Relaxed,,3,,2,,,,4,,1,,,,5,,-0.299576745014061,0.182396419209812,-1.18913094553435,0.888323158160963,-1.06692055648037,-0.744916551967584,-1.61040971044792,0.142101052107022,0.902355950833173,0.0874403947819926,0.822460175891324,-1.25654424500721,-0.517455968312903,,,,,,,,
504555,4.416666666666667,Hybrid,Smarties,Hybrid,12,smarties,myrcene,,17.0,Sleepy,,3,,2,0.0,0.0,0.0,4,0.0,1,17.0,17.0,17.0,5,,-0.823771644816961,-0.222981015967004,-1.0325511976447,-1.04034819934362,-0.147938226820722,-1.11442388229935,-0.292315480636537,-1.20430883685727,-0.516979489874292,0.0739010916054016,-1.10123717297082,-1.09007438120507,-0.801584140213297,0.21,0.07,0.18,0.046,0.597,0.003,0.363,0.0
981,4.446351931330472,Sativa,Lemon G,Sativa,233,lemon-g,limonene,,17.0,Uplifted,,3,0.0,2,0.0,0.0,0.0,4,0.0,1,16.0,17.0,18.0,5,0.0,-0.0887921753434066,0.196922041496466,0.598889807653194,0.14951829565524,-0.0853964152466556,0.36021555246596,-0.0508819863876964,-0.61416582039307,-0.478175135589143,-0.843479647841187,0.323585547344427,-0.0969771740031758,0.922418993631825,0.2771,0.0987916666666667,0.27815,0.1571,0.093515,0.0,0.0803041666666667,0.0225
174001,4.536121673003803,Sativa,White Buffalo,Sativa,263,white-buffalo,caryophyllene,aka Tatanka,19.0,Energetic,,3,0.0,2,0.0,0.0,0.0,4,0.0,1,17.0,19.0,21.0,5,0.0,-0.1379997542661,0.369134941288802,1.53431812983753,0.898986578790077,1.06076632215155,0.418917405720551,0.18339380653602,-0.421125865268537,-0.69782994277967,-0.902988419912594,0.509958912678995,-0.0008079713974237,1.05094352557515,0.515724137931035,0.0970689655172414,0.241,0.0966206896551724,0.365310344827586,0.001,0.0805862068965517,0.0035172413793103
115983,4.508849557522124,Sativa,Sour Jack,Sativa,226,sour-jack,myrcene,,16.0,Energetic,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,14.0,16.0,19.0,5,0.0,-0.454891598097389,1.15924627309863,1.94284060459986,-0.188422159107219,0.893921425412857,0.669896182164814,0.335394719350592,-0.158678497891613,-1.24716462099144,-0.865654809665035,0.458095954427833,-0.0959632041735156,0.553543987595984,0.14159760075,0.045688131,0.28120173925,0.07426633125,0.2865955785,0.028,0.13343440775,0.10525
505517,4.44,Hybrid,Gummiez,Hybrid,25,gummiez,limonene,,24.0,Giggly,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,21.0,24.0,24.0,5,0.0,-0.978980691199843,0.007244835342515,-0.478999464580548,1.08928625199729,-1.00796598028225,2.01354819488385,-0.0791784585886819,0.147190320155473,1.00864002909876,1.39571898884353,-0.337924892748993,-1.29617992686486,-0.94933867643717,0.346666666666667,0.0916666666666667,0.441666666666667,0.238333333333333,0.441666666666667,0.025,0.158333333333333,0.0266666666666667
503950,4.705882352941177,Hybrid,Sour Space Candy,Hybrid,51,sour-space-candy,myrcene,,1.0,Uplifted,,3,0.0,1,15.0,16.0,17.0,4,0.0,2,1.0,1.0,1.0,5,0.0,0.463220587078362,-0.178446484307121,0.105503447024092,-0.590065931263973,0.423087175642506,-0.750681610137442,0.551150493643821,0.403729612375588,0.481196773985153,-0.412907056032805,-0.605411977490549,0.0589303948359843,1.16351097368342,0.268333333333333,0.0883333333333333,0.0966666666666667,0.0333333333333333,0.671666666666667,0.09,0.198333333333333,0.39
72,4.228070175438597,Hybrid,Blueberry Haze,Hybrid,342,blueberry-haze,myrcene,,18.0,Euphoric,,3,0.0,2,0.0,0.0,0.0,4,0.0,1,16.0,18.0,20.0,5,0.0,0.215370726501607,-0.22125813533328,0.232943802530974,0.687925482395144,-0.644049320964697,0.374369853500287,0.15566896145447,0.0396806203354753,-1.03492006022981,-0.105571283439925,-0.161377732300625,0.208289716925452,0.233435967208484,0.14742,0.05212,0.0842,0.062108,0.51162,0.01228,0.43838,0.0064
264303,4.571428571428571,Indica,Black Afghan,Indica,98,black-afghan,,,,Sleepy,,3,,2,,,,4,,1,,,,5,,-0.142235040872548,-0.766066728853975,-1.15209692385133,0.121495693183818,-1.08614157380849,0.156548482162716,-0.291094621353883,1.40996283117803,1.15364169902949,1.57520035318591,-0.342526116699103,-0.0383688820804458,-0.773357369332826,,,,,,,,
509979,4.7,Hybrid,Gelato Cookies,Hybrid,10,gelato-cookies,caryophyllene,,15.0,Relaxed,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,15.0,15.0,20.0,5,0.0,-0.881975037210542,-1.46103767319495,-1.10524893773633,-0.725943478033632,0.258671084188561,0.809640062254456,-1.10197314569234,-1.28903011867427,1.53191526758561,1.25473665205493,-1.17913692344932,0.862644749448893,-1.23164129594409,0.420919457838851,0.219864102691821,0.295877770138312,0.119844306104635,0.389162553818833,0.0075,0.110931423359638,0.0131
650,4.136138613861386,Hybrid,Blue Widow,Hybrid,404,blue-widow,myrcene,,14.0,Sleepy,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,11.0,14.0,17.0,5,0.0,-0.173975397722593,-0.300394477314317,-0.22932413614939,0.123497890856765,-0.12862840409028,0.0258146389304599,0.0419392945302386,0.10485529815799,-0.224526510170677,0.238082096176002,-0.183203055466881,-0.521565645949826,0.147404618765793,0.0736872030661144,0.0283782653407284,0.105600307145626,0.01968,0.454833701546277,0.0659048544253268,0.172744179991475,0.112821026702138
687,4.28125,Indica,Bubba OG,Indica,320,bubba-og,myrcene,aka OG Bubba,17.0,Sleepy,,3,0.0,2,0.0,0.0,0.0,4,0.0,1,16.0,17.0,19.0,5,0.0,-0.178430834444663,-0.554910714971032,-0.829365760230692,-0.396326626666491,-0.573320496070471,-0.332455499146146,-0.143158187040251,0.975289210091047,0.388170121214837,1.62142691001488,-0.687958264869637,0.0342706289345798,-0.675207120798228,0.269833333333333,0.104666666666667,0.328333333333333,0.1055,0.386,0.0053333333333333,0.176,0.012
281232,4.75,Hybrid,Black Cherry Pie,Hybrid,36,black-cherry-pie,,,,Happy,,3,,2,,,,4,,1,,,,5,,0.7741707646879,0.506517523347343,-0.362003416955345,0.621688272592804,-0.114971172068532,0.127653701302353,1.38501739653157,0.769334216709438,0.295454840627491,-0.308354237570265,0.382244261032869,-0.416102113996281,0.629343589977187,,,,,,,,
505399,4.833333333333333,Hybrid,Secret Weapon,Hybrid,6,secret-weapon,caryophyllene,,18.0,Focused,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,17.0,18.0,22.0,5,0.0,-0.823771644816961,0.918033071452458,1.06020344761904,-1.04034819934362,3.35183642225458,-1.11442388229935,0.81472244616635,-1.20430883685727,-1.4899218018663,-1.02234506677097,0.258225754459474,-1.09007438120507,1.29645140580902,0.803333333333333,0.216666666666667,0.616666666666667,0.0466666666666667,0.186666666666667,0.09,0.18,0.03
512139,4.785714285714286,Hybrid,Gator Breath,Hybrid,14,gator-breath,caryophyllene,,26.0,Aroused,,4,0.0,3,0.0,0.0,0.0,2,1.0,1,26.0,26.0,26.0,5,0.0,1.60764102383166,-0.392805513131856,-0.636583581489106,-0.761296527899136,-0.894611369669185,-1.25232591884402,-0.0486595042798618,-0.69005359845663,-0.823182912287487,-1.14837515273704,0.121901191122098,0.906178000245895,-1.55418416274219,0.6,0.15,0.51,0.13,0.21,0.0,0.16,0.03
